ID,Rank,Name,GENDER,OVR,PAC,SHO,PAS,DRI,DEF
251392,1996,Tom Krauß,M,75,71,65,65,72,73
253162,1997,Hans Nicolussi Caviglia,M,75,66,68,77,75,69
259754,1998,Eren Elmalı,M,75,83,52,72,72,69
184167,2000,Anthony Moris,M,75,74,71,81,75,47
235407,2001,Salih Özcan,M,75,70,59,68,73,75
269420,2002,Leonardo Lelo,M,75,82,59,68,74,69
205566,2003,Alberto Moreno,M,75,75,69,71,74,69
205686,2004,Téji Savanier,M,75,60,72,79,78,65
277283,2006,Jack Hinshelwood,M,75,66,65,73,73,74
202429,2007,Danny da Costa,M,75,80,56,64,69,75
212501,2008,Leander Dendoncker,M,75,52,69,76,69,76
231614,2009,Fabian Reese,M,75,82,74,70,74,42
237936,2010,Aron Dønnum,M,75,82,67,69,77,52
242342,2011,Gastón Lódico,M,75,80,63,75,80,57
243350,2012,Felix Agu,M,75,91,56,64,75,71
243354,2013,Philipp Sander,M,75,68,64,74,75,73
189271,2016,Francis Coquelin,M,75,58,65,75,73,76
233959,2017,Sebastián Villa,M,75,89,78,67,78,34
244591,2018,Jayden Bogle,M,75,81,55,70,75,70
270208,2021,Archie Gray,M,75,71,60,71,73,73
275976,2023,Mohammed Abu Fani,M,75,64,65,76,77,67
212729,2024,Tozé,M,75,73,76,77,80,55
222148,2025,Ondrej Duda,M,75,65,72,73,78,65
237496,2026,Djordje Mihailovic,M,75,72,72,75,74,60
244472,2028,Jens-Lys Cajuste,M,75,65,63,70,75,72
257400,2029,Yasin Ayari,M,75,69,70,73,77,69
263673,2030,Andrew,M,75,75,73,77,77,45
264174,2031,Juanlu Sánchez,M,75,71,67,71,75,71
271266,2033,Givairo Read,M,75,81,54,69,71,69
213597,2034,Diego Valdés,M,75,73,70,74,76,55
237626,2035,Yvan Neyou,M,75,62,63,71,77,74
238581,2036,Ruben Vargas,M,75,84,70,69,78,54
250931,2037,Patrick Osterhage,M,75,78,57,66,69,74
255634,2038,Georgios Vagiannidis,M,75,81,54,70,75,70
188803,2041,Taison,M,75,82,75,73,80,44
193283,2042,Thomas Delaney,M,75,64,64,69,68,75
205391,2043,Soualiho Meïté,M,75,64,59,71,73,71
210537,2044,Renato Steffen,M,75,83,71,73,76,50
220714,2045,Philip Billing,M,75,49,76,72,72,72
224520,2046,Ryan Kent,M,75,89,69,70,80,42
232446,2047,Kaan Kairinen,M,75,64,63,76,74,68
245058,2048,Otar Kiteishvili,M,75,72,72,71,77,68
253287,2049,Gabriel Neves,M,75,70,64,74,73,72
278901,2051,Ayyoub Bouaddi,M,75,75,58,72,75,67
234341,2052,İrfan Can Eğribayat,M,75,75,74,73,75,47
245622,2053,Shuto Machino,M,75,83,75,68,76,39
247729,2054,André Almeida,M,75,69,66,75,77,67
254789,2055,Sven Mijnans,M,75,61,72,74,76,64
223790,2058,Sheraldo Becker,M,75,92,72,70,76,35
225475,2059,Hernani,M,75,58,70,71,72,73
228593,2060,Vincent Sierro,M,75,57,67,76,72,70
239704,2061,Kai Wagner,M,75,78,50,70,69,70
260145,2062,Omari Hutchinson,M,75,80,73,70,79,55
216939,2064,Andre Blake,M,75,74,70,71,77,45
229541,2065,Álvaro Montero,M,75,75,74,72,71,43
232229,2066,Justin Bijlow,M,75,77,72,75,76,42
236033,2067,Dani Cárdenas,M,75,74,73,73,76,44
238041,2068,Tyrell Malacia,M,75,77,54,66,75,72
252448,2069,Jamie Leweling,M,75,83,71,65,78,46
256115,2070,Lazar Samardžić,M,75,69,72,75,79,60
186148,2072,Ron-Robert Zieler,M,75,73,71,70,75,48
205119,2073,Sebastián Rodríguez,M,75,63,67,75,73,68
211269,2074,Pol Fernández,M,75,67,67,73,76,65
212432,2075,Jo Hyeon Woo,M,75,79,72,62,77,51
231691,2076,Alban Lafont,M,75,71,70,69,81,47
236276,2077,Arnaut Danjuma,M,75,83,73,71,76,44
243256,2078,Oleksandr Pikhalyonok,M,75,66,70,77,72,64
246748,2079,Aihen Muñoz,M,75,75,54,70,73,72
263824,2080,Musab Al Juwair,M,75,68,67,79,74,56
193107,2081,Paulo Victor,M,75,76,71,69,77,49
214658,2082,Jesper Karlström,M,75,64,57,72,71,71
227232,2083,Florian Sotoca,M,75,64,74,75,71,50
235629,2084,Ortwin De Wolf,M,75,76,73,76,77,36
241050,2085,Alexander Meyer,M,75,72,71,79,76,41
245538,2086,Kyogo Furuhashi,M,75,84,75,67,75,48
252442,2087,Enrico Delprato,M,75,81,54,63,69,72
271464,2089,Yáser Asprilla,M,75,80,72,73,76,50
207935,2092,Matías Dituro,M,75,74,72,77,77,38
208224,2093,Petros Mantalos,M,75,71,67,78,76,55
215443,2094,Philip Zinckernagel,M,75,82,72,73,76,42
223866,2095,Sandi Lovrič,M,75,62,66,75,73,70
235134,2096,Pablo Rosario,M,75,55,64,68,72,74
257185,2097,Lautaro Blanco,M,75,78,49,70,72,68
259762,2098,Victor Kristiansen,M,75,68,59,67,73,72
210423,2101,Albert Rusnák,M,75,73,74,75,76,49
222369,2102,Eric Smith,M,75,67,59,67,66,73
224258,2103,Kristoffer Ajer,M,75,67,56,65,68,74
226168,2104,Maximilian Eggestein,M,75,60,62,69,71,72
242075,2105,Josh Sargent,M,75,74,76,62,69,48
246683,2106,Lucien Agoumé,M,75,67,54,70,73,72
252929,2107,Borja Sainz,M,75,81,75,68,79,45
256104,2108,Tanner Tessmann,M,75,57,63,71,71,71
256402,2109,Carlos Alcaraz,M,75,80,71,71,78,46
72093,2111,Martim Fernandes,M,75,81,51,70,74,69
162328,2113,Remko Pasveer,M,75,72,78,79,68,33
206594,2114,Solly March,M,75,69,70,75,77,65
237161,2115,Sean Longstaff,M,75,56,67,73,73,71
239770,2116,Nicolò Casale,M,75,73,53,66,67,76
255541,2117,Lazaros Rota,M,75,81,47,66,70,71
259273,2118,Tomás Marchiori,M,75,75,73,71,75,42
269421,2119,Jota Silva,M,75,79,72,69,76,44
212977,2120,Niklas Stark,M,75,79,50,62,66,74
223143,2121,Ulisses Garcia,M,75,79,49,66,71,70
228349,2122,Mërgim Vojvoda,M,75,68,54,73,73,73
230601,2123,Cryzan,M,75,84,72,68,75,27
242948,2124,Matěj Kovář,M,75,74,75,78,75,30
269728,2126,Jean-Mattéo Bahoya,M,75,94,67,67,76,46
207948,2127,Bertrand Traoré,M,75,73,72,72,80,47
208335,2128,Lukas Kübler,M,75,77,54,61,67,73
219908,2129,Bruno Nazario,M,75,81,69,74,76,45
220383,2130,Aarón,M,75,72,76,75,74,38
226380,2131,Hwang Hee Chan,M,75,81,75,70,75,39
228336,2132,Florian Grillitsch,M,75,63,59,74,74,72
231237,2133,Peter Vindahl,M,75,77,70,77,78,36
246688,2134,Saud Abdulhamid,M,75,86,46,66,71,69
252866,2135,Carreira,M,75,76,52,72,75,68
262642,2136,Zeki Amdouni,M,75,71,76,69,76,46
263370,2137,Valentín Barco,M,75,76,50,75,78,68
226286,2140,Gabriel Ávalos,M,75,67,75,63,73,45
231887,2141,Yusuf Yazıcı,M,75,63,74,76,77,46
232097,2142,Amine Harit,M,75,75,64,73,79,59
241928,2143,Albert Sambi Lokonga,M,75,60,59,74,76,68
243792,2144,Iñigo Vicente,M,75,80,68,74,75,47
244407,2145,Pol Lozano,M,75,65,58,72,69,72
244717,2146,Antonino Gallo,M,75,78,52,70,70,70
70004,2150,Senny Mayulu,M,75,75,68,73,78,57
206254,2151,Miroslav Stevanović,M,75,78,70,75,73,39
221551,2152,Emanuel Mammana,M,75,75,48,65,70,76
221714,2153,Alfredo Morelos,M,75,70,75,66,71,43
254310,2154,Francés,M,75,75,45,67,67,75
258607,2155,Toti,M,75,77,47,65,66,75
259191,2156,Musa Al Tamari,M,75,89,69,67,80,38
261204,2157,Myrto Uzuni,M,75,81,74,72,79,32
262473,2158,Souffian El Karouani,M,75,71,48,75,74,68
266160,2159,Mika Mármol,M,75,82,38,66,72,74
270141,2160,Franco Israel,M,75,79,71,71,80,31
146562,2161,Santi Cazorla,M,75,53,72,80,78,63
225289,2162,Nicolás Fernández,M,75,81,75,64,77,39
226385,2163,Cristian Espinoza,M,75,82,69,71,76,42
251156,2166,Adriano Bertaccini,M,75,90,75,62,77,29
269511,2167,Martin Jedlička,M,75,74,76,70,77,35
225783,2170,Stephy Mavididi,M,75,87,73,69,75,28
232805,2171,Bernardo,M,75,69,53,63,68,75
235574,2172,Lucas França,M,75,73,72,65,78,41
261015,2173,Tiago Palacios,M,75,85,70,70,76,46
262151,2174,Ezequiel Fernández,M,75,70,47,67,72,70
270983,2175,Clayton,M,75,76,76,66,71,37
210136,2178,Tomasz Kędziora,M,75,76,45,65,66,74
224411,2179,Gonçalo Guedes,M,75,76,76,70,78,37
234790,2180,Juan Soriano,M,75,75,71,69,77,37
253167,2181,Félix Correia,M,75,84,69,68,76,42
256548,2182,Marco Grüll,M,75,79,75,69,76,36
260651,2183,Bénie Traoré,M,75,86,74,64,80,32
73580,2186,Antonín Kinský,M,75,76,76,76,75,25
189860,2187,Kiko Femenía,M,75,68,56,70,69,73
227927,2188,Kyle Walker-Peters,M,75,76,47,68,76,71
234686,2189,Jordan Lotomba,M,75,75,48,65,72,71
245741,2190,Jesper Lindstrøm,M,75,82,69,72,76,43
262657,2191,Lucas Stassin,M,75,78,76,69,76,35
266500,2192,Jonathan Rowe,M,75,84,73,67,77,36
240452,2195,M'Bala Nzola,M,75,85,72,62,73,29
243647,2196,Altay Bayındır,M,75,77,72,70,77,30
244391,2197,Fashion Sakala,M,75,90,76,63,74,32
260407,2198,Elye Wahi,M,75,84,76,67,77,31
217731,2199,Sandro,M,75,77,78,72,75,31
268573,2200,Federico Baschirotto,M,75,69,53,60,57,75
206098,2201,Patric,M,75,63,53,68,70,76
208620,2202,Omar Mascarell,M,75,47,64,71,74,72
211575,2203,André Gomes,M,75,41,66,75,73,70
211784,2204,Neal Maupay,M,75,67,76,68,75,42
233125,2205,Marcel Hartel,M,75,72,70,74,79,43
236947,2206,Jordan Torunarigha,M,75,82,39,61,63,73
241907,2207,Diego Rossi,M,75,88,72,71,78,34
247888,2208,Sebastiano Esposito,M,75,75,76,74,77,35
254225,2209,Anderson Oliveira,M,75,90,70,69,74,33
264220,2210,Youri Baas,M,75,71,40,69,72,76
265800,2211,Jutglà,M,75,76,75,65,77,29
192641,2214,Kevin Vogt,M,75,66,48,69,66,75
205923,2215,Ben Davies,M,75,53,58,71,71,77
229804,2216,Alexandru Mitriță,M,75,86,72,68,81,27
231838,2217,Maximilian Wöber,M,75,64,52,67,64,75
232610,2218,Takuma Asano,M,75,84,69,64,79,33
237321,2219,Mergim Berisha,M,75,69,76,72,75,37
263908,2220,Bradley Locko,M,75,73,50,63,71,74
276048,2223,Matias Fernandez-Pardo,M,75,87,71,68,76,39
193881,2224,Filip Đuričić,M,75,71,73,74,77,42
213367,2225,Laurent Abergel,M,75,60,50,69,72,71
216816,2226,Giovanni Simeone,M,75,71,77,63,73,41
235018,2227,Moritz Nicolas,M,75,77,76,70,78,21
245541,2228,Giovanni Reyna,M,75,67,72,72,80,38
260570,2229,Jarne Steuckers,M,75,69,73,75,74,40
261264,2230,David Affengruber,M,75,73,41,56,69,75
187075,2235,Dayro Moreno,M,75,66,80,73,71,38
220196,2236,David Brooks,M,75,70,69,74,77,48
224970,2237,Jean-Luc Dompé,M,75,77,72,73,80,38
238545,2238,Firas Al Birekan,M,75,78,72,62,74,37
241389,2239,Yusuf Sarı,M,75,85,70,70,79,33
252937,2240,Yann Gboho,M,75,79,69,70,79,36
261336,2241,Jaden Philogene,M,75,82,71,69,78,37
263268,2242,Yoann Cathline,M,75,83,70,66,79,43
274209,2245,Carlos Álvarez,M,75,77,71,72,78,40
216194,2246,Dani García,M,75,47,62,69,69,73
243456,2247,Brian White,M,75,77,74,52,68,46
208375,2249,Marius Müller,M,75,75,73,62,78,30
247447,2250,Oliver Antman,M,75,83,65,73,73,37
199813,2253,Gernot Trauner,M,75,55,56,65,63,75
201862,2254,Marcos Rojo,M,75,53,60,66,63,74
216258,2255,Ihlas Bebou,M,75,82,74,68,78,34
234711,2256,Josip Brekalo,M,75,75,72,74,80,38
278668,2257,Zé Pedro,M,75,65,52,64,62,75
252339,2258,Tiago Djaló,M,75,76,42,61,63,75
263829,2259,Vitinha,M,75,73,75,63,75,32
74896,2264,Franjo Ivanović,M,75,72,78,66,74,29
264337,2267,Rodrigo Muniz,M,75,68,74,59,71,42
201143,2268,Aïssa Mandi,M,75,57,46,71,67,75
210450,2269,Abdoulaye Touré,M,75,42,64,66,65,72
231836,2270,Jesper Karlsson,M,75,77,74,71,80,35
243311,2271,Josep Martínez,M,75,75,71,67,74,26
265726,2272,César Tárrega,M,75,63,45,59,67,75
268131,2273,CJ Egan-Riley,M,75,76,32,61,67,75
219575,2274,Cristian Bordacahar,M,75,83,66,69,78,28
277025,2277,Sampson Dweh,M,75,73,34,62,68,75
234147,2278,Dany Mota,M,75,76,75,66,77,31
251105,2280,Dejan Joveljić,M,75,76,75,61,70,32
257368,2281,Lorenzo Pirola,M,75,67,45,59,67,74
269312,2282,Tommaso Baldanzi,M,75,76,71,73,78,41
183569,2283,Eric Maxim Choupo-Moting,M,75,60,73,68,77,38
217007,2284,Mame Thiam,M,75,74,74,66,73,27
248698,2286,Valeriy Bondar,M,75,72,35,64,65,76
253004,2287,Ansu Fati,M,75,81,72,72,78,30
237715,2289,Patrick Cutrone,M,75,73,74,64,76,29
242635,2290,Igoh Ogbu,M,75,76,39,55,60,73
230978,2292,Taiwo Awoniyi,M,75,71,75,60,69,32
273128,2296,Rafiu Durosinmi,M,75,76,72,61,72,27
275070,2298,Otávio,M,75,73,42,53,62,75
215292,2299,Martín Cauteruccio,M,75,64,77,63,70,38
246431,2300,Riccardo Sottil,M,75,88,66,69,77,34
248385,2301,Roberto Piccoli,M,75,73,75,55,67,34
228518,2302,Andreas Hanche-Olsen,M,75,70,38,57,63,75
231448,2303,Reiss Nelson,M,75,76,67,71,78,36
235658,2304,Victor Nelsson,M,75,61,43,60,66,75
244950,2305,Juan Gabriel Rodríguez,M,75,68,39,58,65,73
260290,2306,Marvin Pieringer,M,75,65,73,59,70,36
261195,2307,Ernest Muçi,M,75,78,72,73,77,28
270465,2308,Badredine Bouanani,M,75,70,68,75,78,33
211999,2309,Rani Khedira,M,75,57,43,57,62,79
252327,2310,Manu Sánchez,M,75,70,44,64,70,73
255000,2311,Terem Moffi,M,75,82,75,54,71,26
268763,2312,Ernest Nuamah,M,75,82,70,69,78,24
270579,2313,Wilson Odobert,M,75,86,70,68,78,30
223933,2315,Gustaf Nilsson,M,75,71,75,58,64,32
246826,2316,Tsuyoshi Watanabe,M,75,76,39,52,59,76
266797,2317,Gastón Álvarez,M,75,76,27,59,65,76
272785,2318,Christian Mawissa,M,75,79,31,57,64,75
273651,2319,Jarell Quansah,M,75,70,34,59,68,74
245132,2320,Denys Popov,M,75,65,42,55,64,75
247249,2321,Joël Piroe,M,75,64,78,65,72,29
275771,2322,Igor Thiago,M,75,66,75,54,69,37
215064,2323,Julio Furch,M,75,55,77,61,68,39
259139,2326,David da Costa,M,75,76,68,73,79,34
263193,2327,El Chadaille Bitshiabu,M,75,72,36,60,56,74
269456,2328,Muhammed Cham,M,75,78,71,74,76,25
269495,2329,Facundo Buonanotte,M,75,75,70,73,76,30
73070,2330,Promise David,M,75,62,78,59,64,29
234426,2332,Marcão,M,75,59,36,59,68,73
244793,2333,Tomáš Chorý,M,75,57,75,60,64,32
239890,2335,Ozan Kabak,M,75,60,37,59,66,74
193476,2338,Rémy Cabella,M,75,59,71,76,79,40
212591,2339,Walker Zimmerman,M,75,56,50,55,56,73
233216,2340,Phillip Tietz,M,75,59,75,57,68,34
257118,2341,Ilan Kebbal,M,75,76,70,72,80,24
221422,2342,Sverrir Ingi Ingason,M,75,52,53,57,57,75
236355,2343,Luiz Felipe,M,75,68,29,61,67,75
260105,2344,Radu Drăgușin,M,75,67,37,53,65,75
278903,2345,Jérémy Jacquet,M,75,64,38,57,61,75
235842,2348,Andrea Pinamonti,M,75,70,76,56,71,27
199439,2350,Michael Gregoritsch,M,75,37,77,68,68,42
271755,2352,Kike Salas,M,75,66,27,60,62,76
235405,2353,Dara O'Shea,M,75,69,33,55,58,75
277839,2354,Nikola Krstović,M,75,66,75,56,69,25
184111,2355,Christian Benteke,M,75,51,76,62,66,32
215054,2356,Víctor Cuesta,M,75,56,46,46,60,76
244349,2358,Johan Vásquez,M,75,61,33,58,60,76
268611,2360,Joel Ordoñez,M,75,74,26,54,56,74
73466,2361,Yazan Al Arab,M,75,79,29,46,52,73
192816,2362,Leandro Cabrera,M,75,49,45,58,54,76
224396,2363,Yeimar Gómez Andrade,M,75,63,33,48,58,74
207616,2365,Adam Webster,M,75,54,31,60,67,76
233926,2366,Léo Duarte,M,75,57,36,51,62,76
246836,2367,Amos Pieper,M,75,66,32,53,55,77
207725,2368,Mike van der Hoorn,M,75,58,44,52,45,75
225974,2369,Scott McKenna,M,75,60,32,51,56,76
265576,2370,Leopold Querfeld,M,75,46,44,58,53,76
259150,2371,Abdoulaye Ndiaye,M,75,67,31,51,51,75
230021,2372,Joseph Aidoo,M,75,69,27,46,50,74
273843,2374,Alex Arce,M,75,59,79,50,70,23
263396,2375,Copete,M,75,50,33,54,57,77
211320,2377,Daniele Rugani,M,75,34,40,54,60,78
210648,2378,Ahmed Hegazi,M,75,33,26,50,54,75
253177,2379,Yunus Musah,M,74,88,69,71,78,70
237520,2380,Mady Camara,M,74,74,74,72,73,75
252060,2381,Tommaso Pobega,M,74,74,76,70,75,74
251294,2382,Guga Rodrigues,M,74,77,72,74,75,66
215449,2383,Robert Skov,M,74,75,77,77,75,67
219174,2384,Ramiro Carrera,M,74,79,71,73,73,64
221000,2385,Badou Ndiaye,M,74,81,68,69,74,71
258171,2386,Hannibal,M,74,76,63,73,76,68
231318,2387,Romain Perraud,M,74,72,75,76,75,68
242602,2388,Josha Vagnoman,M,74,87,61,69,72,68
245138,2389,Giuliano Galoppo,M,74,73,75,72,74,70
215798,2390,Maxwel Cornet,M,74,85,74,70,75,67
234983,2391,Qazim Laçi,M,74,72,69,74,75,69
235297,2392,Matúš Bero,M,74,65,71,71,74,72
247028,2393,Alex Král,M,74,71,66,71,76,73
213693,2395,Joe Rothwell,M,74,79,65,75,77,70
215071,2396,Milton Casco,M,74,75,67,73,77,69
227528,2397,Braian Romero,M,74,88,73,64,73,54
233029,2398,Rodrigo Aliendro,M,74,70,71,72,78,69
238072,2399,Eduard Löwen,M,74,66,70,74,72,70
244634,2400,Simon Sohm,M,74,75,69,70,71,70
246800,2401,Tajon Buchanan,M,74,90,65,66,74,67
271057,2402,Gustavo Sá,M,74,75,69,74,74,70
254579,2403,Lucas Da Cunha,M,74,77,71,73,79,71
255928,2404,Mohammed Diomande,M,74,76,68,72,79,68
263439,2405,Paulo Bernardo,M,74,71,73,74,73,67
190059,2406,Steven Zuber,M,74,75,75,73,75,60
226807,2407,Cristian Roldan,M,74,77,64,69,73,71
252794,2408,Adrián Bernabé,M,74,77,70,75,79,69
260813,2409,Giorgi Kochorashvili,M,74,72,71,72,75,68
270964,2410,Jobe Bellingham,M,74,70,68,71,74,72
231005,2411,Chiedozie Ogbene,M,74,90,65,66,74,64
251690,2412,Jack Rudoni,M,74,73,69,74,76,65
231227,2414,Niklas Dorsch,M,74,70,71,72,77,71
239529,2415,Frank Onyeka,M,74,74,64,69,74,72
244399,2416,Timothé Cognat,M,74,78,65,75,76,66
263041,2417,Alexander Prass,M,74,74,65,74,75,69
200094,2418,Magomed Ozdoev,M,74,68,71,73,72,74
212269,2419,Riechedly Bazoer,M,74,67,68,73,74,74
228520,2420,Ezequiel Ávila,M,74,74,76,69,75,52
252440,2421,Nadir Zortea,M,74,77,69,68,74,68
269230,2423,Noah Sadiki,M,74,77,65,68,76,68
277432,2424,Patrick Dorgu,M,74,86,59,69,74,69
193352,2425,Ricardo Rodríguez,M,74,66,69,78,74,70
208135,2426,Abdoulaye Doucouré,M,74,53,76,71,73,75
231390,2427,Diogo Gonçalves,M,74,82,70,72,74,62
242534,2428,Cristian Cásseres Jr,M,74,77,64,68,72,74
246656,2429,Emil Holm,M,74,83,61,67,71,67
247131,2430,Alfonso Espino,M,74,84,60,67,68,69
262937,2431,Jackson Tchatchoua,M,74,89,59,63,74,66
232255,2432,Agustín Bouzat,M,74,81,58,68,73,69
213242,2433,Adrien Tameze,M,74,75,65,66,76,74
243249,2434,Jurgen Ekkelenkamp,M,74,70,69,73,73,67
254142,2435,Joe Bell,M,74,70,64,72,71,69
146296,2437,Andrés Fernández,M,74,73,73,74,75,57
236668,2438,Gabriel Rojas,M,74,83,60,71,75,66
248166,2439,Lasse Berg Johnsen,M,74,65,66,71,70,71
251626,2440,Milan van Ewijk,M,74,94,58,66,70,67
224982,2442,Antonio Palumbo,M,74,71,67,71,74,63
226789,2443,Angelo Fulgini,M,74,69,69,75,77,67
259065,2444,Arnau Tenas,M,74,73,70,81,77,52
270670,2446,Farès Chaïbi,M,74,69,68,75,76,68
209780,2447,Siebe Schrijvers,M,74,68,73,73,74,68
222875,2448,Joris Kayembe,M,74,79,60,71,74,66
236898,2449,Michel Aebischer,M,74,66,67,72,75,74
237937,2450,Felix Horn Myhre,M,74,72,67,71,74,69
238227,2451,Krépin Diatta,M,74,88,69,67,76,57
240797,2452,Mattéo Tramoni,M,74,89,70,70,77,53
269509,2453,David Douděra,M,74,89,66,65,72,65
204699,2454,Lorenzo Melgarejo,M,74,81,75,69,75,56
207494,2455,Jesse Lingard,M,74,77,73,72,77,57
239016,2456,Dominik Schmid,M,74,77,58,75,73,67
247030,2458,Petr Ševčík,M,74,67,69,76,75,66
256949,2459,Albert Grønbæk,M,74,75,68,72,77,62
259714,2460,Merlin Röhl,M,74,81,65,68,75,63
213654,2462,Glen Kamara,M,74,75,58,68,77,69
215998,2463,Ignacio Fernández,M,74,68,73,76,75,66
224841,2464,Kevin Diks,M,74,74,59,68,69,73
226662,2465,Bart Nieuwkoop,M,74,69,62,72,71,70
227689,2466,Kerim Mrabti,M,74,79,72,70,75,52
228415,2467,Leonardo Godoy,M,74,86,57,63,70,68
241607,2468,Tomás Belmonte,M,74,68,65,66,71,71
245940,2469,Silas,M,74,90,69,61,79,52
252483,2470,Alfie Doughty,M,74,82,58,73,71,68
266844,2471,Leandro Lozano,M,74,84,58,68,69,68
273883,2472,Cesare Casadei,M,74,66,70,74,72,69
216475,2473,Morales,M,74,78,76,72,77,52
223779,2474,Damian Szymański,M,74,70,62,65,68,74
232156,2475,Mathias Honsak,M,74,86,70,68,74,54
236629,2476,Christopher Operi,M,74,78,61,70,72,68
247861,2477,Adam Gnezda Čerin,M,74,73,65,71,74,66
251575,2478,Allahyar Sayyadmanesh,M,74,87,70,65,74,47
255981,2479,Zion Suzuki,M,74,73,72,71,76,56
265628,2480,Dmytro Riznyk,M,74,75,67,78,76,48
276278,2482,Petar Sučić,M,74,69,68,72,77,61
216580,2484,Cláudio Winck,M,74,73,63,71,70,69
248050,2485,Harrison Burrows,M,74,76,64,73,72,67
255471,2486,Vitor Carvalho,M,74,76,60,63,71,71
257502,2487,Gijs Smal,M,74,71,61,75,70,69
262171,2488,Edoardo Bove,M,74,66,69,68,75,76
71259,2490,Lukáš Červ,M,74,69,65,67,69,71
235813,2492,Răzvan Marin,M,74,64,74,77,74,63
238277,2493,Dániel Gazdag,M,74,77,72,68,74,54
246045,2495,Pedro De la Vega,M,74,81,73,67,75,50
246762,2496,Sekou Koita,M,74,92,74,69,77,35
261299,2497,Alex Scott,M,74,71,62,73,79,65
268802,2498,Fabio Miretti,M,74,73,60,75,76,66
269276,2499,Gaetano Oristanio,M,74,85,72,69,77,51
270068,2500,Cadu,M,74,75,67,71,76,67
237183,2501,Matías Rojas,M,74,70,77,74,77,56
252027,2502,Aster Vranckx,M,74,57,65,71,76,72
252066,2503,Finn Azaz,M,74,74,71,73,74,57
173426,2505,Simon Mignolet,M,74,73,73,70,74,51
201417,2506,Matt Doherty,M,74,66,63,69,69,74
210243,2507,Ricardo Pereira,M,74,69,62,73,74,73
226508,2508,Greg Taylor,M,74,71,55,73,73,71
227503,2509,Jacob Bruun Larsen,M,74,78,72,70,74,55
230727,2510,Gautier Larsonneur,M,74,72,72,72,75,52
263815,2511,Abner Vinícius,M,74,79,58,72,74,68
266071,2512,Seiya Maikuma,M,74,73,61,68,72,70
204125,2513,Jan Bořil,M,74,65,62,69,68,72
222389,2514,Nikita Haikin,M,74,73,72,73,74,51
237629,2515,Arne Maier,M,74,65,62,73,74,68
242332,2516,Gianluca Busio,M,74,74,68,72,76,63
257167,2517,Mathias Kvistgaarden,M,74,87,72,62,76,48
258619,2518,Johann Lepenant,M,74,66,60,71,74,72
211515,2521,Pierluigi Gollini,M,74,74,72,71,76,47
214933,2522,Diego Rodríguez,M,74,72,71,76,76,45
222951,2523,Marek Rodák,M,74,76,71,73,76,47
233800,2524,Fredrik Bjørkan,M,74,81,53,65,72,68
235569,2525,Tanguy Ndombele,M,74,56,68,76,81,66
237670,2526,Bruno Xadas,M,74,79,72,75,74,43
240193,2527,Elvis Rexhbeçaj,M,74,60,67,71,73,69
243526,2528,Mert Müldür,M,74,76,54,65,73,71
248564,2529,Zakaria Aboukhlal,M,74,82,72,69,75,41
257208,2530,Michel Ange Balikwisha,M,74,82,68,70,75,53
262500,2531,Olasagasti,M,74,63,65,72,71,71
213814,2534,Federico Di Francesco,M,74,80,69,72,76,52
215556,2535,Edimilson Fernandes,M,74,67,64,69,71,75
230107,2536,Lassana Coulibaly,M,74,69,58,69,72,72
240097,2537,Flynn Downes,M,74,62,59,71,74,71
242916,2538,Yukinari Sugawara,M,74,75,54,73,72,69
247026,2539,András Schäfer,M,74,71,62,69,76,65
259816,2540,Abdallah Sima,M,74,87,74,66,73,41
263227,2541,Williot Swedberg,M,74,74,69,71,76,61
269271,2543,Filip Stanković,M,74,74,73,70,75,50
173373,2545,Sergio Romero,M,74,76,71,70,77,46
188400,2546,Thomas Kaminski,M,74,73,74,70,76,46
190243,2547,Marwin Hitz,M,74,72,73,75,73,42
203177,2548,Dimitri Foulquier,M,74,73,59,66,68,72
204513,2549,Maxime Dupé,M,74,76,73,72,74,46
225014,2550,Gaetano Castrovilli,M,74,69,66,72,78,66
229649,2551,Gabriel Suazo,M,74,68,59,69,71,70
233795,2552,Ben Brereton Díaz,M,74,81,73,66,73,41
237135,2553,Davidson,M,74,82,72,68,76,41
247361,2554,Brenden Aaronson,M,74,80,66,70,78,57
252238,2555,Alan Velasco,M,74,80,69,71,77,52
261224,2556,Hugo Bueno,M,74,74,52,73,78,68
263059,2557,Tomás Händel,M,74,71,58,72,73,69
271019,2559,Giovanni Fabbian,M,74,67,72,72,74,67
277068,2560,Lucas Pires,M,74,79,49,69,72,70
206626,2562,Mikael Ishak,M,74,70,74,63,67,54
207791,2563,Yussuf Poulsen,M,74,65,70,67,73,56
231554,2564,James Justin,M,74,79,52,69,70,71
233092,2565,Joaquín Pereyra,M,74,67,67,75,73,63
234102,2566,Ionuț Andrei Radu,M,74,74,71,69,77,50
239755,2568,Saba Lobjanidze,M,74,84,72,70,76,45
241591,2569,Brugui,M,74,88,70,63,77,43
241771,2570,Anthony Nwakaeme,M,74,72,74,72,77,39
252964,2572,Gabriele Zappa,M,74,75,62,65,69,69
253213,2573,Giorgos Kyriakopoulos,M,74,64,66,67,71,71
256524,2574,Joaquín García,M,74,82,48,67,71,68
272379,2576,Samuel Iling-Junior,M,74,81,64,71,77,56
196432,2578,Enzo Pérez,M,74,56,65,73,73,71
202873,2579,Kevin Müller,M,74,71,71,69,77,48
207471,2580,Franco Vázquez,M,74,47,77,77,77,56
